Traceback (most recent call last):
  File "/home/ubuntu/TACT/app.py", line 1, in <module>
    import discord  # type: ignore
    ^^^^^^^^^^^^^^
ModuleNotFoundError: No module named 'discord'
[2024-11-14 15:07:40] [INFO    ] discord.client: logging in using static token
[2024-11-14 15:07:41] [INFO    ] discord.gateway: Shard ID None has connected to Gateway (Session ID: e0921e254d1ca6ac33a61a6f0e32061d).
[2024-11-14 16:54:43] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-14 17:03:03] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-14 18:03:36] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-14 19:58:49] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-14 20:49:23] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-14 23:25:14] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 00:02:12] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 00:51:27] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 02:46:53] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 05:54:44] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 08:29:04] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 09:07:32] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 09:41:00] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 11:10:43] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 12:25:21] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
[2024-11-15 13:04:34] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session e0921e254d1ca6ac33a61a6f0e32061d.
